ICMMID,Confidence.Factor,Mine_Name,Group_Names,Latitude,Longitude,Asset_Type,Country_Region,Primary_Commodity,Secondary_Commodity,Other_Commodities,Production,Processing,Net_GDP_Decrease,Risk_category
ICMM03532,Very Low,Wait Property,Wait Property;Dooley Property,38.437,-120.903,Mine,United States,chromium,NA,NA,TRUE,NA,36,Elevated
ICMM03561,Moderate,OK Mine,OK Mine;OK,38.486,-113.129,Mine,United States,copper,gold,iron ore;molybdenum;silver;tungsten,TRUE,NA,56,Elevated
ICMM03632,Very Low,Palisade Mine Grigsby,NA,38.619,-122.472,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03634,Very Low,Lady Franklin,NA,38.621,-119.781,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03649,Very Low,Carbonate King,NA,38.639,-106.648,Mine,United States,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM03655,Very Low,Silverado Mine Calistoga Mount St. Helena,NA,38.652,-122.605,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03686,Very Low,Leviathan,NA,38.712,-119.658,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM03708,Moderate,Paradise Peak / Ketchup Flat Pits,Paradise Peak / Ketchup Flat Pits;Paradise Peak/Sullivan,38.749,-117.969,Mine,United States,copper,gold,mercury;silver,TRUE,NA,56,Elevated
ICMM03732,Very Low,Doctor,NA,38.805,-106.728,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03770,Very Low,Emma L Mine,NA,38.901,-105.145,Mine,United States,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM03778,Very Low,Forest Hill Park Vein,NA,38.917,-105.634,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03784,Very Low,Forest Hill,NA,38.933,-106.649,Mine,United States,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM03790,Very Low,Ione Silver Mine,Ione Silver Mine;Sky Claims;Alice Mine;Zeno Placer Mine,38.951,-117.592,Mine,United States,silver,gold,barium,TRUE,NA,36,Elevated
ICMM03808,Very Low,Copper Tek Mine and Mill,NA,38.983,-119.194,Mine,United States,copper,NA,NA,TRUE,NA,56,Elevated
ICMM03814,Very Low,Sylvanite,NA,38.992,-106.951,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03818,Very Low,Eureka,NA,39.002,-107.105,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03819,Very Low,Bennet Tunnel,NA,39.003,-106.991,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03844,Moderate,Taylor,Taylor;Taylor Deposit;Taylor Concentrator,39.082,-114.685,Mine;Plant,United States,tungsten,gold,silver;barium,TRUE,TRUE,544,High
,,,,,,,,,,,,,,
ICMM03863,Very Low,Midnight Mine,NA,39.125,-106.851,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03886,Very Low,Commodore Mine,NA,39.19,-115.512,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03893,Moderate,Hellena Ibex Extension,Hellena Ibex Extension;Black Cloud Mine;Black Cloud Millseq# 0080650123;Black Cloud Mill;Garibaldi Tunnel;Comstock Copper Mine;Hopemore;Ballard President Big Six;Chautauquan;Ball Mtn. Property;Hopemore;Leadville Unit,39.238,-106.231,Mine,United States,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
ICMM03894,Moderate,Victorine Gold Mine,Victorine Gold Mine;Kingston Mill;Victorine,39.23,-117.133,Mine,United States,copper,gold,lead;silver,TRUE,NA,56,Elevated
ICMM03908,High,White Pine Mine,White Pine Mine;Star Pointer Gold Mine;Robinson District;Ely District (Robinson);Liberty Pit;Tripp Pit;Veteran Pit;East Robinson Project and Lone Tree;Robinson;Robinson;Robinson;White Pine,39.259,-114.99,Mine,United States,copper,molybdenum,lead;gold;palladium;platinum;silver,TRUE,NA,56,Elevated
ICMM03923,Moderate,"Turquoise Chief, Poor Boy","Turquoise Chief, Poor Boy;St Kevin Independent",39.291,-106.385,Mine,United States,copper,gold,manganese;silver,TRUE,NA,56,Elevated
ICMM03924,Moderate,Cox Creek (Baltimore) Refinery,"Allied Chemicals/ Baltimore, Md.;Cox Creek (Baltimore) Refinery",39.291,-76.623,Refinery,United States,copper,chromium,antimony,NA,TRUE,56,Elevated
ICMM03952,Very Low,"Hunter Boy, Derilla","Hunter Boy, Derilla;Fredonia",39.398,-106.032,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM03953,Very Low,Osiris Property,NA,39.395,-105.374,Mine,United States,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM04023,Moderate,Olinghouse,Olinghouse;Olinghouse Mine;Olinghouse,39.659,-119.422,Mine,United States,copper,gold,silver,TRUE,NA,56,Elevated
ICMM04048,Very Low,Grey Eagle Mine Black Diamond,Grey Eagle Mine Black Diamond;Grey Eagle Mine,39.736,-122.594,Mine,United States,chromium,NA,NA,TRUE,NA,36,Elevated
ICMM04079,Very Low,Milliken Mine,NA,39.799,-105.936,Mine,United States,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM04107,Very Low,Buckeye and Bull Domingo,NA,39.881,-112.149,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04120,Moderate,Crownpoint East Crownpoint,Crownpoint East Crownpoint;Golden Sunset Mine;Trixie Mine;Trixie Mine;Chief No. 1;Iron Blossom Et Al;Bullionbeck Mine;Tintic;Silver City,39.934,-112.098,Mine,United States,silver,lead,gold;copper;molybdenum;barium;zinc,TRUE,NA,36,Elevated
,,,,,,,,,,,,,,
ICMM04135,Very Low,Walker,NA,39.96,-120.669,Mine,United States,copper,lead,silver,TRUE,NA,56,Elevated
ICMM04147,Very Low,White Pine Gold Mine,NA,39.998,-115.498,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM04149,Very Low,Alpine Mine,Alpine Mine;Alpine Mine,40.025,-119.232,Mine,United States,silver,zinc,barium,TRUE,NA,36,Elevated
ICMM04153,Very Low,Bonanza King,NA,40.024,-121.419,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04169,Very Low,Ford Mine,NA,40.068,-118.199,Mine,United States,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM04191,Moderate,Ararat,Ararat;Cactus Plant,40.168,-113.837,Mine;Plant,United States,copper,gold,silver;tungsten,TRUE,TRUE,56,Elevated
ICMM04212,High,Rochester Mine,Rochester Mine;Rochester;Rochester;Rochester;Rochester,40.289,-118.148,Mine,United States,silver,gold,lead,TRUE,NA,36,Elevated
ICMM04222,Very Low,Mc Coy/Cove Mine,Mc Coy/Cove Mine;Mc Coy Gold Deposit;Cove Underground;Mccoy Strong;Cove McCoy Gold Mine,40.327,-117.213,Mine,United States,copper,gold,silver,TRUE,NA,56,Elevated
ICMM04224,Very Low,Victoria Mine,NA,40.329,-114.552,Mine,United States,copper,silver,NA,TRUE,NA,56,Elevated
ICMM04242,Moderate,Mud Springs Mine and Adjacent Prospects.,Mud Springs Mine and Adjacent Prospects.;Bradshaw Pits;Black Rock Canyon;Indian Creek,40.386,-116.732,Mine,United States,silver,gold,copper;barium,TRUE,NA,36,Elevated
ICMM04243,Very Low,Encanto Mine,NA,40.394,-118.259,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04245,Very Low,Trinity,NA,40.396,-118.618,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04251,Very Low,Silver Thread Mine,NA,40.414,-114.186,Mine,United States,copper,NA,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM04268,High,Bingham Canyon,Butterfield Mine;Highland Boy;Bingham District;Bingham Canyon;Bingham Open Pit Mine;Apex Delaware Pit;Bingham Canyon;Bingham Canyon;Carr Fork Mine;Garfield Refinery,40.52,-112.154,Mine,United States,copper,molybdenum,lead;gold;rhenium;silver;tellurium,TRUE,NA,56,Elevated
ICMM04273,High,Battle Mountain Copper Basin,Battle Mountain Copper Basin;Battle Mountain Complex;Wilson Independence Mine;Copper Canyon Placers;Reona Sunshine Deposit;Battle Mountain;Phoenix Project;Phoenix;Phoenix (Battle Mountain);Canyon Placer;Phoenix SX EW,40.526,-117.137,Mine,United States,copper,gold,silver;lead;arsenic,TRUE,NA,56,Elevated
ICMM04298,Moderate,Engelhard Minerals and Chem/ Carteret,Engelhard Minerals and Chem/ Carteret;Carteret Refinery,40.572,-74.222,Mine;Refinery;Plant,United States,copper,platinum,NA,TRUE,TRUE,56,Elevated
ICMM04302,Very Low,Metz Metallurgical/South Plainfield,NA,40.586,-74.4,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04313,Very Low,Buffalo Valley Mine,Buffalo Valley Mine;Buffalo Valley Mill;Buffalo Valley,40.604,-117.244,Mine,United States,silver,gold,copper;arsenic,TRUE,NA,36,Elevated
ICMM04314,Very Low,Empire Northern Lights Deposit,Empire Northern Lights Deposit;Northern Lights Deposit;Battle Mountain District;Surprise Mine,40.612,-117.034,Mine,United States,copper,gold,lead,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM04340,Very Low,Hornet Mine,Hornet Mine;Busy Bee;Hard Tack;King Copper Group;United Copper;Stowell,40.691,-122.515,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM04371,Very Low,South Sutton Mine,South Sutton Mine;Orphan Workings;Springer Mine;Mill City Tungsten Mine;Springer Mill;Mill City District;Sutton Ii Mine;Springer Mine Original;Baker Workings,40.782,-118.134,Mine,United States,tin,silver,barium,TRUE,NA,33,Elevated
ICMM04379,Very Low,Bully Hill,Bully Hill;Michigan Group,40.799,-122.205,Mine,United States,copper,silver,NA,TRUE,NA,56,Elevated
ICMM04401,Very Low,Minnie D.,NA,40.87,-106.965,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04447,Very Low,Hollister Mine Ivanhoe Property,Hollister Mine Ivanhoe Property;Hollister gold Deposit,41.113,-116.551,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM04455,Very Low,"Handy and Harmon Refin/Fairfield, Ct.",NA,41.144,-73.25,Refinery;Plant,United States,silver,NA,NA,NA,TRUE,36,Elevated
ICMM04477,Very Low,Maple Grove Lime Plant,NA,41.225,-83.207,Plant,United States,chromium,NA,NA,NA,TRUE,36,Elevated
ICMM04504,Very Low,Hathaway,Hathaway;Squaw Gulch Placer,41.341,-122.836,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM04526,Very Low,B S B Cinder Pit,NA,41.458,-122.28,Mine,United States,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM04537,Very Low,Cornucopia,Cornucopia;Cornucopia,41.534,-116.294,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM04546,Very Low,Dillon Creek Klamath River Siskon,NA,41.583,-123.651,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04572,Very Low,Gte Prdts Corp Towanda Plant,NA,41.769,-76.444,Plant,United States,cobalt,NA,NA,NA,TRUE,47,Elevated
ICMM04589,Moderate,Ashdown Property,Ashdown Property;Ashdown Mine;Ashdown;Ashdown Concentrator,41.83,-118.697,Mine,United States,copper,gold,lead;molybdenum,TRUE,NA,56,Elevated
ICMM04621,Very Low,Holiday,NA,41.947,-123.866,Mine,United States,chromium,NA,NA,TRUE,NA,36,Elevated
ICMM04699,Very Low,Jewett Mine,Jewett Mine;May Queen Mine,42.408,-123.275,Mine,United States,silver,gold,arsenic,TRUE,NA,36,Elevated
ICMM04750,Moderate,Saint Patrick Mine,Saint Patrick Mine;Ajax;California Gulch;Benton Mine;Pyx Mine;Benton,42.671,-123.615,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM04782,Moderate,Nickel Mountain Group,Nickel Mountain Group;Glenbrook Nickel Co.;Nickel Mountain;Riddle Mine;Glenbrook;Nickel Mountain;Glenbrook Smelter,42.957,-123.437,Mine;Smelter,United States,nickel,cobalt,chromium,TRUE,TRUE,22,Moderate
ICMM04789,Very Low,Sidney Property,NA,43.015,-116.796,Mine,United States,copper,silver,NA,TRUE,NA,56,Elevated
ICMM04793,Very Low,Dewey Mine,NA,43.039,-116.763,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04821,Very Low,Mineral Hill,NA,43.417,-114.334,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04824,Moderate,Princess Mine,Princess Mine;Princess/Blue Ribbon,43.465,-114.543,Mine,United States,copper,gold,NA,TRUE,NA,56,Elevated
ICMM04873,Very Low,Lucky Boy Mine,NA,43.869,-114.928,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04874,Very Low,Part of Tin Plate Gp,NA,43.869,-103.627,Mine,United States,tin,NA,NA,TRUE,NA,33,Elevated
ICMM04888,Very Low,Riddle Mine,NA,43.94,-120.542,Mine,United States,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM04896,Very Low,East Fork,NA,44,-114.651,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04899,Moderate,Banner,Banner;Banner,44.019,-115.533,Mine,United States,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
ICMM04903,Very Low,Boulder Creek Livingston Mine,NA,44.135,-114.585,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04935,Very Low,Black Hills Tin Company,Black Hills Tin Company;Keenan Properties,44.381,-104.043,Mine,United States,tin,gold,NA,TRUE,NA,33,Elevated
ICMM04937,Moderate,Blue Hill Jt. Venture,Blue Hill Jt. Venture;Blue Hill Mine (1880s);Blue Hill,44.392,-68.619,Mine,United States,copper,silver,zinc,TRUE,NA,56,Elevated
ICMM04943,Moderate,Bay Horse,Bay Horse;Bayhorse,44.452,-117.22,Mine,United States,copper,gold,lead;scandium;silver;zinc,TRUE,NA,56,Elevated
ICMM04945,Very Low,Deadwood Cascade,NA,44.467,-115.584,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM04950,Very Low,"Mattabi Zn, Cu, Ag, Pb Mine",NA,44.5,-78.75,Mine,Canada,silver,gold,NA,TRUE,NA,36,Elevated
ICMM05007,Very Low,Heston Site,NA,44.831,-117.808,Mine,United States,copper,NA,NA,TRUE,NA,56,Elevated
ICMM05012,Moderate,Ruth,Ruth;Blue Jay;Ruth,44.853,-122.185,Mine,United States,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
ICMM05021,Very Low,New St. Albans Milling Company,NA,44.886,-69.348,Plant,United States,silver,NA,NA,NA,TRUE,36,Elevated
ICMM05037,Moderate,Gem,Gem;Pitkin;Gladstone Gulch;Tramway;Yellow Jacket District;Yellow Jacket Mine;Yellowjacket;Yellow Jacket,44.981,-114.507,Mine,United States,copper,gold,lead;silver,TRUE,NA,56,Elevated
ICMM05043,Moderate,Republic Mines,Republic Mines;New World Project;New World;McLeran,45.022,-109.933,Mine,United States,copper,gold,silver,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM05061,High,Idaho Cobalt,Idaho Cobalt;Idaho Cobalt;Blackbird;Idaho Cobalt Operations,45.137,-114.359,Mine,United States,cobalt,copper,gold;lanthanides;nickel;silver;arsenic,TRUE,NA,47,Elevated
ICMM05062,Very Low,East Kemptville Mine,NA,45.148,-63.301,Mine,Canada,tin,NA,NA,TRUE,NA,33,Elevated
ICMM05068,Very Low,Amazon Mine,NA,45.211,-112.364,Mine,United States,copper,NA,NA,TRUE,NA,56,Elevated
ICMM05075,Very Low,Valleyfield Zn,NA,45.25,-74.133,Smelter,Canada,zinc,cadmium,NA,NA,TRUE,51,Elevated
ICMM05093,High,Stillwater Mine,Stillwater Mine;Stillwater;Stillwater;Stillwater,45.389,-109.877,Mine,United States,platinum,palladium,nickel;platinum group metals;rhodium;silver;copper;gold,TRUE,NA,54,Elevated
ICMM05095,Very Low,Stillwater Complex,NA,45.417,-110.001,Mine,United States,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05099,Moderate,Flambeau/Ladysmith Mine,Flambeau/Ladysmith Mine;Flambeau,45.443,-91.118,Mine,United States,copper,gold,silver,TRUE,NA,56,Elevated
ICMM05107,High,East Boulder,Boulder Creek Mine;East Boulder;East Boulder;East Boulder,45.504,-110.09,Mine,United States,platinum,palladium,nickel;platinum group metals;rhodium;silver;copper;gold,TRUE,NA,54,Elevated
ICMM05109,Very Low,Flambeau Mine,NA,45.514,-91.14,Mine,United States,copper,lead,zinc,TRUE,NA,56,Elevated
ICMM05124,Very Low,Potosi,NA,45.583,-111.918,Mine,United States,silver,NA,NA,TRUE,NA,36,Elevated
ICMM05152,High,Butte,Blue Vein Mine;Anna Mine;Best Hope Mine;Unnamed Manganese Mine;Britannia;Minnie Jane Mine;Prospector Mine;Glengarry Mine;Stanislas Mine;Montana Resources (Butte/Berkely/Continental);Butte District;Rainbow Project;Black Rock Mine;Butte;Rainbow,46.01,-112.547,Mine,United States,copper,silver,lead;gold;zinc,TRUE,NA,56,Elevated
ICMM05182,High,Vale Sudbury,"Copper Cliff South;Copper Cliff South Mine;Copper Cliff South;Vale Sudbury;Copper Cliff Refinery;Copper Cliff South Nickel Mine, Inco: Canada",46.333,-81.167,Mine,Canada,nickel,palladium,gold;rhodium;palladium;platinum;,TRUE,NA,22,Moderate
ICMM05184,Very Low,Elsie Mine,NA,46.343,-81.082,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05185,Moderate,Good Hope Prospect,Good Hope Prospect;Mtn View Mine;Dump Near Wickes;Elkador;Montana Tunnels/Diamond Hill;Chalcopyrite Mine;Black Jack Mine;Banner Mine;Mammoth Mine;Montana Tunnels,46.37,-112.108,Mine,United States,copper,lead,antimony;lead;silver;zinc,TRUE,NA,56,Elevated
ICMM05189,Moderate,Totten Mine,Totten Mine;Totten,46.38,-81.456,Mine,Canada,nickel,copper,cobalt;platinum,TRUE,NA,22,Moderate
ICMM05201,Moderate,Lockerby Mine,Lockerby Mine;Crean Hill Mine;Crean Hill Mine;Crean Hill Mine;Lockerby Mine;Lockerby Mine;Ellen,46.43,-81.341,Mine,Canada,nickel,copper,gold;cobalt;platinum,TRUE,NA,22,Moderate
ICMM05203,Very Low,Yellowstone Hill Pit and Plant,NA,46.431,-105.87,Plant,United States,silver,NA,NA,NA,TRUE,36,Elevated
ICMM05205,Very Low,Sultana Mine,NA,46.441,-81.522,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05211,Moderate,North Star Mine,North Star Mine;Creighton Mine;Creighton Mine;Creighton Mine;Creighton;Gertrude,46.462,-81.184,Mine,Canada,nickel,copper,gold;cobalt,TRUE,NA,22,Moderate
ICMM05213,Very Low,"Copper Cliff South Nickel Mine, Inco: Canada",NA,46.463,-81.417,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05221,High,Copper Cliff North,Copper Cliff North;Copper Cliff North Mine;Murray Mine;Clarabelle No. 2 Open Pit;Clarabelle;Copper Cliff North;Ontario Division;Copper Cliff Smelter;Inco,46.497,-81.061,Mine;Smelter,Canada,copper,nickel,gold;iron ore;cobalt;palladium;platinum;rhodium;silver,TRUE,TRUE,56,Elevated
ICMM05225,Very Low,"Copper Cliff North Nickel Mine, Inco: Canada",NA,46.5,-81.417,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05227,Very Low,"Frood Stobie Nickel Mines, Inco: Canada",NA,46.5,-80.833,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05231,Moderate,Frood,Frood;Frood Mine;Stobie Mine;Little Stobie;Little Stobie;Lindsley Mine;Stobie,46.541,-80.999,Mine,Canada,nickel,copper,gold;lead;cobalt;platinum,TRUE,NA,22,Moderate
ICMM05240,Moderate,Garson Mine,Garson Mine;Garson Mine;Garson,46.572,-80.862,Mine,Canada,copper,gold,nickel,TRUE,NA,56,Elevated
ICMM05241,Moderate,Falconbridge Mine,"Falconbridge Mine;East Falconbridge;Falconbridge Mine;East Mine, Falconbridge Limited;Falconbridge Nickel Mine, Falconbridge Inc. Canada;Sudbury Smelter",46.579,-80.802,Mine;Smelter,Canada,copper,nickel,gold;cobalt,TRUE,TRUE,56,Elevated
ICMM05243,Very Low,"Falconbridge East Nickel Mine, Falconbridge Canada",NA,46.583,-81.333,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05248,Moderate,Cryderman Mine,Cryderman Mine;North Manchester,46.608,-80.692,Mine,Canada,copper,nickel,palladium;platinum;rhodium,TRUE,NA,56,Elevated
ICMM05251,High,Glencore INO,"Mccreedy West Mine;Onaping/Craig;Onaping Craig Mine;Mc Creedy West;Levack Nickel Mine, Inco: Canada;Fecunis North Mine;Levack;Levack Mine;Strathcona Mine;Fecunis North Mine;Fraser;North Mine;Strathcona Mine;Coleman Mine;Coleman Mine;Coleman Mine;Boundary Mine;Coleman;Morrison;Sudbury Integrated Nickel Operations;Glencore INO;Sudbury Operations;Sudbury Operations;Fecunis Lake",46.657,-81.364,Mine,Canada,nickel,cobalt,gold;copper;palladium;platinum;rhodium;silver,TRUE,NA,22,Moderate
ICMM05255,Very Low,"Longvack South Nickel Mine, Falconbridge: Canada",NA,46.667,-81.5,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05257,Very Low,Maclennan Mine,NA,46.671,-80.911,Mine,Canada,copper,NA,NA,TRUE,NA,56,Elevated
ICMM05265,Moderate,Ottawa,Ottawa;Drumlummon,46.746,-112.296,Mine,United States,silver,gold,barium,TRUE,NA,36,Elevated
ICMM05268,Very Low,Nickel Rim Mine,NA,46.759,-80.804,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05303,Very Low,"Kanichee Mining Co. Nickel Copper Mine, Canada",NA,47.083,-79.833,Mine,Canada,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM05326,Very Low,Little River Mineheathe Steel,NA,47.296,-66.083,Mine,Canada,copper,gold,NA,TRUE,NA,56,Elevated
ICMM05338,Moderate,Agnico Eagle Silver Division,Agnico Eagle Silver Division;TTL Plant,47.393,-79.685,Mine,Canada,silver,copper,silver,TRUE,NA,36,Elevated
ICMM05340,Very Low,Brunswick No.6 Open Pit Mine,NA,47.407,-65.894,Mine,Canada,copper,NA,NA,TRUE,NA,56,Elevated
ICMM05352,High,Lucky Friday,Atlas Mine;Vindicator;Hunter Snowstorm Lode;Silver Shaft;Gold Hunter Mine;National Project;Morning Mine;Pilot Group;Lucky Friday;Lucky Friday,47.477,-115.776,Mine,United States,silver,lead,zinc;copper;gold,TRUE,NA,36,Elevated
,,,,,,,,,,,,,,
ICMM05355,High,Brunswick No. 12,Brunswick No. 12;Brunswick Nos. 6 and 12 Deposits;Brunswick;Brunswick Smelter,47.474,-65.888,Mine;Smelter,Canada,copper,lead,silver;zinc,TRUE,TRUE,56,Elevated
ICMM05356,High,Galena,Shoshone Mine;Fausett Shaft;Coeur D'Alene District;Caladay Mine;Galena Mine;Polaris Rainbow Area;Metropolitan Mine;Globe Mine;American Silver Mines;Coeur D'Alene Mines;Coeur D'Alene District;Silver Dollar Mine;Consolidated Silver Mine;Chester Mine;Mineral Mountain Mine;Snowstorm Area;Silver Syndicate Mine;Galena;Galena;Crescent Mine;Galena Complex;South Galena;Mineral Mountain;Bismark;United Mines;Central Valley;New Jersey Plant,47.493,-116.014,Mine,United States,silver,lead,gold;copper;antimony;uranium;zinc,TRUE,NA,36,Elevated
ICMM05360,High,Bunker Hill,Yreka United Group Mine;Bunker Chance Mine;Bunker Hill;West Silver Valley;Sunshine Refinery;Bunker Hill,47.522,-116.136,Mine,United States,zinc,lead,silver;gold,TRUE,NA,51,Elevated
ICMM05364,Very Low,Murray Brook,NA,47.525,-66.43,Mine,Canada,copper,gold,NA,TRUE,NA,56,Elevated
ICMM05377,Very Low,Hope Brook,NA,47.717,-58.066,Mine,Canada,copper,gold,NA,TRUE,NA,56,Elevated
ICMM05378,Very Low,Nigadoo River Mine,Nigadoo River Mine;Nigadoo River Mine,47.733,-65.802,Mine,Canada,copper,lead,cadmium,TRUE,NA,56,Elevated
ICMM05397,Very Low,Orazada,NA,47.986,-118.133,Mine,United States,silver,gold,arsenic;copper,TRUE,NA,36,Elevated
ICMM05410,Moderate,Louvicourt,Louvicourt,48.098,-77.516,Mine,Canada,copper,gold,silver;zinc,TRUE,NA,56,Elevated
ICMM05435,Very Low,Howe Sound Tailings,NA,48.197,-120.769,Mine,United States,copper,NA,NA,TRUE,NA,56,Elevated
ICMM05444,Moderate,Darius,Darius;Bousquet #2;Martel,48.238,-78.381,Mine,Canada,copper,gold,NA,TRUE,NA,56,Elevated
ICMM05454,Moderate,Doyon,Doyon;Mouska;Doyon Mine;Mouska;Bluebird,48.273,-78.562,Mine,Canada,copper,gold,NA,TRUE,NA,56,Elevated
